ID,Title,Definition
2090337975,Infections due to Balantidium coli,Any condition caused by an infection with the protozoan parasite Balantidium coli.
1504147892,Dysentery due to Balantidium coli,"This is an inflammatory disorder of the intestine, especially of the colon, that results in severe diarrhoea containing mucus and/or blood in the faeces with fever, abdominal pain, and rectal tenesmus (a feeling of incomplete defecation), caused by any kind of infection. This diagnosis is due to a parasitic species of ciliate protozoan that causes the disease Balantidiasis."
205614549,Colitis due to Balantidium coli,"This is an inflammation of large intestine caused by infection with the largest protozoan, Balantidium coli."
276141709,Balantidium coli anaemia,No definition available
433310499,Giardiasis,"A condition caused by an infection with the protozoan parasite Giardia. This condition is characterised by gastroenteritis, or may be asymptomatic. Transmission is by the faecal-oral route from the ingestion of contaminated food or water. Confirmation is by identification of Giardia in a faecal sample."
1371569635,Duodenitis due to Giardia lamblia,"Giardiasis of duodenum, or duodenitis due to Giardia lamblia is an duodenal inflammation caused by the parasite Giardia lamblia, that is also known as Giardia intestinalis."
947414655,Enteritis due to Giardia lamblia,"This refers to an infection of the small intestine with a flagellated protozoan parasite, giardia lamblia that colonizes and reproduces in the small intestine, causing giardiasis. This protozoan parasite grows in the upper portions of the small intestine and produces greasy, smelly diarrhoea."
565819641,Colitis due to Giardia lamblia,"This refers to an infection of the large intestine with a flagellated protozoan parasite, giardia lamblia."
1837013982,Cryptosporidiosis,Any condition caused by an infection with the protozoan parasite Cryptosporidium.
334096192,Cryptosporidial gastritis,"Gastric inflammation caused by infection by a coccidian protozoan parasite, Cryptosporidium."
843941399,Cryptosporidial enteritis,"This refers to an infection of the small intestine with a genus of protozoans, Cryptosporidium that causes diarrhoea in humans. Cryptosporidium is the organism most commonly isolated in HIV-positive patients presenting with diarrhoea."
371890567,Cryptosporidial colitis,"This refers to an infection of the large intestine with a genus of protozoans, Cryptosporidium that causes diarrhoea in humans."
137713224,Cystoisosporiasis,"A disease caused by the protozoan parasite Cystoisospora belli. This disease is characterised by watery diarrhoea, fever, abdominal pain, nausea, or malaise. Transmission is by the faecal-oral route, commonly through the ingestion of contaminated food or water. Confirmation is by identification of Cystoisospora belli in a faecal sample."
1058992628,Cystoisosporiasis of small intestine,No definition available
883510242,Cystoisosporiasis of colon,Isosporiasis of colon is a large intestinal inflammation caused by the protozoan Isospora belli.
833744511,Cyclosporiasis,"Cyclosporosis is a parasitic disease caused by Cyclospora cayetanensis that occurs through ingestion of contaminated food or water and leads to abdominal pain, anorexia and diarrhoea, which may resolve spontaneously in immunocompetent individuals but may persist in a chronic form in immunocompromised subjects, leading to a decline in their general state of health.
An emerging gastro-enteric disease caused by the coccidia protozoan Cyclospora cayetanensis, a pathogen transmitted by faeces or faeces-contaminated fresh produce and water. It is associated with diarrhoea among children in developing countries."
2063619690,Intestinal trichomoniasis,This refers to intestinal infection by the flagellate protozoan parasite Trichomonas.
847613496,Trichomonal colitis,No definition available
1731166441,Trichomonal dysentery,No definition available
261748740,Sarcocystosis,Any condition caused by an infection with the protozoan parasite Sarcocystis.
1184241320,Blastocystosis,No definition available
2089071035,Protozoal colitis,No definition available
435671752,Amoebiasis,No definition available
1727029934,Intestinal infections due to Entamoeba,No definition available
1616956984,Acute amoebiasis,"A disease caused by an infection with the protozoan parasite Entamoeba histolytica. This disease is characterised by fever, abdominal pain, tenesmus, or diarrhoea containing blood. Transmission is by the faecal-oral route or ingestion of contaminated food or water. Confirmation is by identification of Entamoeba histolytica in a faecal or blood sample."
679540748,Acute amoebic enteritis,No definition available
892015006,Enteritis due to Entamoeba,This is an inflammation of small intestine caused by infection with the protozoan Entamoeba histolytica.
86705058,Chronic amoebiasis,A symptomatic form of amoebiasis (E. histolytica infection) characterised by long-standing infection and severe diarrhoea.
155551828,Acute nondysenteric amebic enteritis,No definition available
86705058,Chronic amoebiasis,A symptomatic form of amoebiasis (E. histolytica infection) characterised by long-standing infection and severe diarrhoea.
349019849,Amoeboma of intestine,No definition available
2117112070,Amoeboma of large intestine,"This is a rare complication of entamoeba histolytica, where in response to the infecting amoeba there is formation of annular colonic granulation, which results in a large local lesion of the bowel, in the large intestine."
1959427510,Amoebic nondysenteric colitis,No definition available
1616956984,Acute amoebiasis,"A disease caused by an infection with the protozoan parasite Entamoeba histolytica. This disease is characterised by fever, abdominal pain, tenesmus, or diarrhoea containing blood. Transmission is by the faecal-oral route or ingestion of contaminated food or water. Confirmation is by identification of Entamoeba histolytica in a faecal or blood sample."
679540748,Acute amoebic enteritis,No definition available
892015006,Enteritis due to Entamoeba,This is an inflammation of small intestine caused by infection with the protozoan Entamoeba histolytica.
86705058,Chronic amoebiasis,A symptomatic form of amoebiasis (E. histolytica infection) characterised by long-standing infection and severe diarrhoea.
155551828,Acute nondysenteric amebic enteritis,No definition available
2117112070,Amoeboma of large intestine,"This is a rare complication of entamoeba histolytica, where in response to the infecting amoeba there is formation of annular colonic granulation, which results in a large local lesion of the bowel, in the large intestine."
1777228366,Extraintestinal infections due to Entamoeba,No definition available
1730350429,Amoebic liver abscess,No definition available
40419529,Amoebic lung abscess,No definition available
392270106,Amoebic abscess of lung and liver,No definition available
1992658998,Amoebic brain abscess,Amoebic abscesses resulting from hematogenous spread have occasionally been described in the brain Cerebral amebiasis has an abrupt onset and rapid progression to death in 12-72 hours. The patient presents with altered consciousness and focal neurologic signs. CT scanning reveals irregular lesions without a surrounding capsule or enhancement. A tissue biopsy sample reveals the trophozoites.
961358564,Amoebic abscess of brain and liver,No definition available
